,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
3295,1225000,6544,Diesel,Individual,Manual,1.0,20.0,1497 ,115,5.0,2
3296,1000000,50000,Diesel,Individual,Manual,1.0,12.99,2494 ,100.6,8.0,6
3297,600000,10000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,5
3298,1100000,50000,Diesel,Individual,Manual,1.0,15.1,2179 ,152.87,7.0,3
3299,360000,30000,Petrol,Individual,Manual,2.0,18.9,1197 ,81.86,5.0,6
3300,285000,69000,Petrol,Individual,Manual,1.0,17.5,1298 ,85.8,5.0,9
3301,350000,49600,Diesel,Individual,Manual,2.0,25.32,1198 ,77,6.0,5
3302,130000,30000,Petrol,Individual,Manual,2.0,19.81,1086 ,68.05,5.0,13
3303,500000,198000,Diesel,Individual,Manual,1.0,18.2,1248 ,73.74,8.0,5
3304,350000,80000,Petrol,Individual,Manual,1.0,17.0,1197 ,80,5.0,11
3305,685000,19000,Petrol,Individual,Automatic,1.0,21.4,1197 ,83.1,5.0,2
3306,399000,5000,CNG,Individual,Manual,1.0,21.94,1196 ,61.7,5.0,1
3307,525000,10000,Petrol,Individual,Manual,1.0,18.9,1197 ,81.86,5.0,4
3308,765000,40000,Petrol,Individual,Manual,1.0,17.5,1373 ,91.1,7.0,4
3309,450000,97000,Diesel,Individual,Manual,3.0,22.9,1248 ,74,5.0,9
3311,390000,30000,Petrol,Individual,Manual,1.0,19.69,1198 ,67.04,5.0,7
3312,940000,120000,Diesel,Individual,Manual,1.0,24.52,1248 ,88.5,7.0,4
3313,650000,120000,Diesel,Individual,Manual,2.0,19.01,1461 ,108.45,5.0,8
3314,320000,103994,Diesel,Individual,Manual,4.0,20.0,1399 ,68,5.0,9
3315,145000,70000,Petrol,Individual,Manual,2.0,13.4,1794 ,125,5.0,18
3316,670000,70000,Diesel,Individual,Manual,1.0,25.83,1498 ,99,5.0,4
3317,350000,115000,Diesel,Individual,Manual,4.0,21.5,1248 ,88.8,5.0,10
3318,285000,178000,Diesel,Individual,Manual,2.0,22.3,1248 ,74,5.0,9
3319,300000,40000,Petrol,Individual,Manual,3.0,19.0,998 ,67.1,5.0,10
3320,300000,80000,Diesel,Individual,Manual,1.0,20.0,1399 ,68,5.0,10
3321,810000,98000,Diesel,Individual,Automatic,4.0,12.07,2967 ,241.4,7.0,12
3322,90000,118000,Diesel,Individual,Manual,2.0,16.8,1405 ,62,5.0,12
3323,100000,100000,Petrol,Individual,Manual,2.0,19.7,796 ,46.3,5.0,17
3324,90000,120000,Diesel,Individual,Manual,2.0,17.88,1396 ,52.8,5.0,12
3325,459999,120000,Diesel,Individual,Manual,2.0,13.5,2609 ,115,5.0,8
3326,525000,217000,Diesel,Individual,Manual,4.0,12.8,2494 ,102,8.0,12
3327,250000,65000,Petrol,Individual,Manual,2.0,18.9,998 ,67.1,5.0,10
3328,300000,41000,Petrol,Individual,Manual,2.0,20.36,1197 ,78.9,5.0,9
3329,130000,120000,Petrol,Individual,Manual,2.0,16.1,1298 ,88.2,5.0,16
3330,199000,70000,Petrol,Individual,Manual,3.0,20.92,998 ,67.1,5.0,10
3331,545000,90000,Diesel,Individual,Manual,2.0,20.46,1461 ,83.8,5.0,9
3332,570000,80000,Diesel,Individual,Manual,2.0,20.77,1248 ,88.8,7.0,7
3333,150000,120000,Petrol,Individual,Manual,2.0,16.9,1497 ,100,5.0,15
3334,114999,100000,Petrol,Individual,Manual,1.0,19.7,796 ,46.3,5.0,12
3335,450000,35000,Petrol,Individual,Manual,1.0,20.3,1199 ,84,5.0,3
3336,600000,5000,Petrol,Individual,Manual,1.0,20.0,999 ,72,7.0,2
3337,610000,110000,Diesel,Individual,Manual,1.0,24.3,1248 ,88.5,5.0,5
3338,690000,20000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,4
3339,790000,15000,Petrol,Individual,Manual,1.0,17.0,1198 ,108.5,5.0,3
3340,254999,40000,Petrol,Individual,Manual,2.0,20.92,998 ,67.1,5.0,7
3341,500000,41000,Petrol,Individual,Manual,1.0,18.7,1199 ,88.7,5.0,5
3342,340000,100000,Diesel,Individual,Manual,2.0,13.6,2523 ,63,7.0,10
3343,245000,110000,Diesel,Individual,Manual,3.0,13.6,2523 ,63,7.0,14
3344,340000,120000,Diesel,Individual,Manual,3.0,17.8,1399 ,67,5.0,9
3345,221000,35008,Petrol,Dealer,Manual,1.0,21.79,998 ,67.05,5.0,13
3346,270000,31100,Petrol,Dealer,Manual,1.0,22.7,799 ,53.64,5.0,4
3347,455000,42312,Diesel,Dealer,Manual,1.0,24.4,1120 ,71,5.0,7
3348,300000,72000,Petrol,Dealer,Manual,1.0,17.6,1496 ,88.7,5.0,10
3349,480000,54891,Diesel,Dealer,Manual,1.0,23.59,1364 ,67.04,5.0,7
3350,1000000,30000,Diesel,Individual,Automatic,1.0,22.0,1582 ,126.2,5.0,3
3351,2600000,44000,Diesel,Dealer,Automatic,1.0,22.69,1995 ,190,5.0,4
3352,1850000,18890,Diesel,Dealer,Automatic,1.0,11.36,2755 ,171.5,7.0,4
3353,1000000,75010,Diesel,Dealer,Automatic,1.0,13.73,1995 ,148,5.0,8
3354,245000,100000,Diesel,Dealer,Manual,1.0,23.08,1461 ,63.1,5.0,9
3355,625000,4337,Petrol,Dealer,Automatic,1.0,18.9,1197 ,82,5.0,2
3356,560000,14495,Petrol,Dealer,Manual,1.0,18.78,999 ,75,5.0,3
3357,1475000,24000,Diesel,Dealer,Manual,1.0,15.1,2179 ,152.87,7.0,3
3358,425000,83585,Diesel,Dealer,Manual,1.0,21.43,1364 ,87.2,5.0,11
3359,550000,31000,Petrol,Dealer,Automatic,2.0,17.21,1197 ,103.6,5.0,7
3360,1475000,100000,Diesel,Dealer,Manual,1.0,13.68,2393 ,147.8,7.0,5
3361,750000,48406,Diesel,Dealer,Manual,1.0,19.87,1461 ,83.8,5.0,4
3362,570000,56239,Diesel,Dealer,Manual,1.0,22.54,1396 ,88.73,5.0,5
3363,585000,33243,Petrol,Dealer,Manual,1.0,21.4,1197 ,83.1,5.0,6
3364,600000,26000,Petrol,Dealer,Automatic,1.0,19.0,1199 ,88.7,5.0,5
3366,530000,120000,Petrol,Individual,Manual,2.0,17.19,1197 ,81.86,5.0,5
3367,540000,38000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,5
3368,180000,60000,Petrol,Individual,Manual,1.0,21.1,814 ,55.2,5.0,8
3369,450000,30000,Petrol,Individual,Manual,1.0,19.1,1197 ,85.8,5.0,7
3370,200000,50000,Petrol,Individual,Manual,1.0,18.6,1199 ,76.8,5.0,6
3371,425000,42000,Petrol,Individual,Manual,1.0,23.84,1199 ,84,5.0,4
3372,400000,30000,Petrol,Individual,Manual,1.0,18.2,1199 ,82.4,5.0,5
3373,150000,15858,Petrol,Individual,Manual,1.0,13.8,1299 ,70,5.0,16
3374,310000,15000,Petrol,Individual,Manual,1.0,24.7,796 ,47.3,5.0,4
3375,500000,50000,Diesel,Individual,Manual,1.0,13.58,2499 ,72.4,9.0,7
3376,200000,60000,Diesel,Individual,Manual,2.0,25.44,936 ,57.6,5.0,8
3377,900000,35000,Diesel,Individual,Manual,1.0,21.04,1461 ,83.8,7.0,3
3378,75000,90000,Diesel,Individual,Manual,2.0,12.8,1489 ,35.5,5.0,21
3379,400000,50000,Petrol,Individual,Manual,1.0,20.4,1197 ,83.11,5.0,6
3380,650000,110000,Diesel,Individual,Manual,1.0,24.5,1498 ,98.6,7.0,6
3381,480000,87847,Diesel,Dealer,Manual,1.0,28.4,1248 ,74,5.0,6
3382,140000,35000,Petrol,Individual,Manual,1.0,19.7,796 ,46.3,5.0,12
3383,550000,5000,Petrol,Individual,Manual,1.0,22.0,1197 ,81.80,5.0,3
3384,380000,29000,Petrol,Individual,Automatic,1.0,20.51,998 ,67,5.0,4
3385,440000,20000,Diesel,Individual,Manual,1.0,19.09,1405 ,69.01,5.0,5
3386,630000,15000,Petrol,Individual,Manual,1.0,21.21,1197 ,81.80,5.0,3
3387,250000,40000,Petrol,Individual,Manual,1.0,25.17,799 ,53.3,5.0,4
3388,120000,17000,Petrol,Individual,Manual,1.0,19.7,796 ,46.3,5.0,12
3389,287000,120000,Diesel,Individual,Manual,1.0,21.12,1248 ,88.8,5.0,9
3390,550000,45000,Petrol,Individual,Manual,1.0,21.4,1197 ,83.1,5.0,5
3391,950000,60000,Diesel,Individual,Manual,3.0,15.4,1997 ,120,7.0,5
3392,1630000,25000,Diesel,Individual,Manual,1.0,17.0,1956 ,138.1,5.0,2
3393,501000,80000,Diesel,Individual,Manual,2.0,25.01,1498 ,89.75,5.0,6
3394,550000,70000,Diesel,Individual,Manual,1.0,15.96,2523 ,62.1,7.0,7
3395,300000,25000,Petrol,Individual,Manual,1.0,22.74,796 ,47.3,5.0,5
3396,300000,50000,Petrol,Individual,Manual,3.0,20.51,998 ,67.04,5.0,6
3398,416000,40000,Petrol,Individual,Automatic,1.0,17.01,1499 ,110.4,5.0,6
3399,260000,30000,Petrol,Individual,Manual,1.0,16.8,796 ,34.2,8.0,3
3400,550000,15000,Petrol,Individual,Manual,1.0,18.2,1199 ,82.4,5.0,5
3401,700000,100000,Diesel,Individual,Manual,2.0,15.1,2179 ,140,7.0,9
3402,181000,70000,Petrol,Individual,Manual,1.0,15.64,1193 ,64.1,5.0,10
3403,365000,110000,Diesel,Individual,Automatic,2.0,11.79,2179 ,120,8.0,12
3405,400000,10000,Petrol,Individual,Automatic,1.0,23.95,998 ,67.1,5.0,4
3406,210000,110000,Petrol,Individual,Manual,1.0,20.36,1197 ,78.9,5.0,11
3407,500000,87000,Diesel,Individual,Manual,2.0,22.32,1582 ,126.32,5.0,8
3408,2711000,9000,Diesel,Dealer,Automatic,1.0,13.6,1999 ,177,5.0,4
3409,5150000,20000,Petrol,Dealer,Automatic,1.0,22.37,2487 ,214.56,5.0,2
3410,3200000,45000,Diesel,Dealer,Automatic,1.0,19.33,1999 ,177,5.0,4
3411,503000,110000,Diesel,Individual,Manual,1.0,14.1,2179 ,147.94,7.0,6
3412,3800000,20000,Diesel,Individual,Automatic,1.0,18.0,1969 ,190,5.0,2
3413,2000000,68089,Petrol,Trustmark Dealer,Automatic,1.0,19.16,2494 ,157.7,5.0,5
3414,225000,58343,Petrol,Trustmark Dealer,Manual,1.0,21.79,998 ,67.05,5.0,8
3415,740000,38817,Diesel,Dealer,Manual,1.0,27.39,1248 ,74,5.0,3
3416,550000,56494,Petrol,Trustmark Dealer,Manual,1.0,18.2,1199 ,88.7,5.0,5
3417,750000,79328,Diesel,Trustmark Dealer,Manual,2.0,12.99,2494 ,100.6,7.0,8
3418,650000,5621,Petrol,Trustmark Dealer,Automatic,1.0,22.0,1197 ,81.80,5.0,2
3419,625000,25538,Petrol,Trustmark Dealer,Manual,1.0,16.78,1496 ,88.73,5.0,4
3420,600000,69779,Petrol,Dealer,Automatic,1.0,22.0,1197 ,81.80,5.0,3
3421,450000,56290,Diesel,Dealer,Manual,1.0,24.0,1186 ,73.97,5.0,4
3422,5400000,7500,Diesel,Dealer,Automatic,1.0,16.78,1995 ,190,5.0,2
3423,5500000,8500,Diesel,Dealer,Automatic,1.0,16.78,1995 ,190,5.0,2
3424,779000,7032,Petrol,Trustmark Dealer,Automatic,1.0,19.0,1199 ,88.76,5.0,2
3425,645000,11000,Petrol,Dealer,Automatic,1.0,14.3,1598 ,103.5,5.0,5
3426,2475000,2000,Diesel,Dealer,Automatic,1.0,16.8,1984 ,150,5.0,3
3427,735000,70000,Diesel,Individual,Manual,1.0,27.39,1248 ,74,5.0,4
3428,550000,120000,Petrol,Individual,Manual,1.0,17.57,1193 ,88.7,5.0,4
3429,509999,148000,Diesel,Individual,Manual,1.0,20.77,1248 ,88.8,7.0,8
3430,459999,60000,Diesel,Individual,Manual,2.0,21.27,1396 ,88.76,5.0,8
3431,310000,18000,Petrol,Individual,Manual,1.0,22.74,796 ,47.3,5.0,6
3432,775000,80000,Diesel,Individual,Manual,1.0,22.95,1248 ,74,5.0,3
3433,105000,96000,Petrol,Individual,Manual,3.0,19.7,796 ,46.3,5.0,17
3434,430000,97000,Diesel,Individual,Manual,2.0,25.8,1498 ,98.6,5.0,6
3435,360000,210000,Diesel,Individual,Manual,3.0,21.9,1396 ,88.76,5.0,8
3436,400000,60000,Diesel,Individual,Manual,3.0,20.5,1598 ,105,5.0,9
3437,600000,90000,Diesel,Individual,Manual,1.0,23.4,1248 ,74,5.0,7
3438,580000,35000,Petrol,Individual,Manual,1.0,17.5,1199 ,88.7,5.0,2
3439,140000,120000,Diesel,Individual,Manual,2.0,21.03,1461 ,65,5.0,9
3440,210000,100000,Diesel,Individual,Manual,1.0,19.61,1405 ,70,5.0,13
3441,550000,20000,Petrol,Individual,Manual,1.0,18.9,1197 ,82,5.0,4
3442,120000,110000,Petrol,Individual,Manual,2.0,18.2,1199 ,84.8,5.0,8
3443,400000,35000,Diesel,Individual,Manual,1.0,12.99,2494 ,100.6,7.0,8
3444,1035000,15000,Diesel,Individual,Manual,1.0,25.5,1498 ,98.6,5.0,3
3445,625000,90000,Diesel,Individual,Manual,1.0,26.21,1248 ,88.5,5.0,6
3446,200000,40000,Petrol,Individual,Manual,1.0,20.36,1197 ,78.9,5.0,13
3447,316000,140000,Diesel,Individual,Manual,1.0,21.02,1248 ,88.76,5.0,8
3448,813000,110000,Diesel,Individual,Manual,1.0,24.3,1248 ,88.5,5.0,4
3449,1575000,55000,Diesel,Individual,Automatic,1.0,11.36,2755 ,171.5,7.0,5
3450,900000,73000,Diesel,Individual,Manual,1.0,12.99,2494 ,100,8.0,8
3451,650000,100000,Diesel,Individual,Manual,1.0,20.77,1248 ,88.76,7.0,6
3452,459999,32000,Diesel,Individual,Manual,2.0,25.83,1498 ,99,5.0,6
3453,290000,112072,Diesel,Individual,Manual,1.0,21.64,1461 ,84.8,5.0,9
3454,400000,30000,Diesel,Individual,Manual,1.0,20.0,1399 ,68.05,5.0,7
3455,565000,70000,Diesel,Individual,Manual,2.0,25.2,1248 ,74,5.0,5
3457,150000,80000,Petrol,Individual,Manual,2.0,18.0,995 ,62,5.0,12
3458,480000,110000,Diesel,Individual,Automatic,4.0,16.07,1995 ,181,5.0,14
3459,70000,80000,Petrol,Individual,Manual,2.0,18.2,1061 ,64,5.0,14
3460,70000,80000,Petrol,Individual,Manual,2.0,18.2,1061 ,64,5.0,14
3461,1190000,80000,Petrol,Individual,Automatic,2.0,10.93,2497 ,204,5.0,10
3463,900000,19000,Diesel,Individual,Manual,1.0,23.0,1498 ,98.96,5.0,3
3464,600000,40000,Diesel,Individual,Manual,1.0,22.54,1396 ,88.73,5.0,6
3465,1100000,52269,Diesel,Individual,Manual,1.0,15.4,2179 ,120,7.0,6
3466,120000,170000,LPG,Individual,Manual,2.0,10.9,796 ,32.8,5.0,11
3469,229999,60000,Petrol,Individual,Manual,3.0,18.5,1197 ,80,5.0,12
3470,570000,15780,Petrol,Individual,Manual,1.0,17.8,1198 ,86.7,5.0,4
3471,575000,106000,Diesel,Individual,Manual,1.0,22.32,1582 ,126.32,5.0,7
3472,280000,80000,Diesel,Individual,Manual,3.0,20.54,1598 ,103.6,5.0,9
3473,580000,74000,Diesel,Individual,Manual,2.0,21.19,1396 ,88.73,5.0,6
3474,875000,35000,Diesel,Individual,Manual,2.0,25.47,1248 ,88.50,7.0,3
3475,500000,70000,Diesel,Individual,Manual,3.0,22.32,1582 ,126.32,5.0,8
3476,700000,60000,Diesel,Individual,Manual,1.0,26.21,1248 ,88.5,5.0,6
3477,388000,50000,Petrol,Individual,Manual,2.0,18.16,1196 ,86.8,5.0,5
3478,225000,80000,Petrol,Individual,Manual,2.0,20.36,1197 ,78.9,5.0,10
3479,90000,90000,Petrol,Individual,Manual,2.0,15.64,1193 ,64.08,5.0,10
3480,600000,114000,Diesel,Individual,Manual,1.0,19.01,1461 ,108.45,5.0,7
3481,235000,100000,Petrol,Individual,Manual,1.0,18.5,1197 ,80,5.0,12
3482,350000,100000,Diesel,Individual,Manual,2.0,23.0,1396 ,90,5.0,10
3483,235000,80000,Petrol,Individual,Manual,2.0,20.36,1197 ,78.9,5.0,10
3484,190000,35000,Petrol,Individual,Manual,1.0,19.7,796 ,46.3,5.0,11
3485,325000,79000,Diesel,Individual,Manual,1.0,21.12,1248 ,88.8,5.0,10
3486,550000,2360457,Petrol,Individual,Manual,2.0,18.6,1197 ,81.83,5.0,14
3487,300000,120000,Diesel,Individual,Manual,3.0,20.54,1598 ,103.6,5.0,10
3488,550000,10000,Petrol,Individual,Manual,1.0,20.3,1199 ,84,5.0,4
3489,720000,150000,Diesel,Individual,Manual,2.0,15.1,2179 ,140,7.0,8
3490,110000,110000,Petrol,Individual,Manual,1.0,18.06,1198 ,75,5.0,10
3491,310000,10000,Petrol,Individual,Manual,1.0,24.7,796 ,47.3,5.0,3
3492,150000,70000,LPG,Individual,Manual,2.0,26.2,998 ,58.2,5.0,11
3493,260000,46000,Diesel,Individual,Manual,1.0,19.4,1405 ,70,5.0,9
3494,55000,120000,Petrol,Individual,Manual,4.0,13.2,1495 ,94,5.0,19
3495,450000,108800,Diesel,Individual,Manual,3.0,22.9,1248 ,74,5.0,8
3496,199000,70000,Petrol,Individual,Manual,2.0,20.36,1197 ,78.9,5.0,12
3497,1000000,35000,Diesel,Individual,Manual,1.0,15.4,2523 ,75,7.0,3
3498,240000,72000,Diesel,Individual,Manual,1.0,20.0,1399 ,68,5.0,10
3499,350000,40000,Petrol,Individual,Manual,1.0,25.17,799 ,53.3,5.0,3
3500,530000,120000,Diesel,Individual,Manual,3.0,15.96,2523 ,62.1,7.0,7
3501,150000,35000,Petrol,Individual,Manual,1.0,18.0,995 ,62,5.0,10
3502,625000,12500,Petrol,Individual,Manual,1.0,18.6,1197 ,81.86,5.0,2
3503,378000,80000,Petrol,Individual,Manual,1.0,18.9,1197 ,82,5.0,7
3504,210000,210000,Petrol,Individual,Manual,2.0,25.17,799 ,53.3,5.0,6
3505,700000,100000,Diesel,Individual,Manual,2.0,28.4,1248 ,74.02,5.0,3
3506,156000,110000,Petrol,Individual,Manual,2.0,17.92,1086 ,62.1,5.0,10
3507,700000,103000,Diesel,Individual,Manual,1.0,16.5,1493 ,70,7.0,5
3508,194000,577414,Petrol,Individual,Manual,2.0,18.9,1061 ,67,5.0,11
3509,120000,100000,Petrol,Individual,Manual,2.0,19.7,796 ,46.3,5.0,15
3510,415000,45000,Petrol,Individual,Automatic,1.0,15.5,1198 ,86.7,5.0,6
3511,450000,45000,Petrol,Individual,Automatic,1.0,15.5,1198 ,86.7,5.0,6
3512,325000,40000,Petrol,Individual,Manual,3.0,19.4,1198 ,86.8,5.0,7
3513,525000,200000,Diesel,Individual,Manual,1.0,15.96,2523 ,62.1,9.0,7
3514,265000,100000,Petrol,Individual,Manual,1.0,21.1,814 ,55.2,5.0,4
3515,100000,120000,Petrol,Individual,Manual,2.0,19.7,796 ,35,8.0,13
3516,2711000,9000,Diesel,Dealer,Automatic,1.0,13.6,1999 ,177,5.0,4
3517,5150000,20000,Petrol,Dealer,Automatic,1.0,22.37,2487 ,214.56,5.0,2
3518,3200000,45000,Diesel,Dealer,Automatic,1.0,19.33,1999 ,177,5.0,4
3519,503000,110000,Diesel,Individual,Manual,1.0,14.1,2179 ,147.94,7.0,6
3520,3800000,20000,Diesel,Individual,Automatic,1.0,18.0,1969 ,190,5.0,2
3521,2000000,68089,Petrol,Trustmark Dealer,Automatic,1.0,19.16,2494 ,157.7,5.0,5
3522,225000,58343,Petrol,Trustmark Dealer,Manual,1.0,21.79,998 ,67.05,5.0,8
3523,740000,38817,Diesel,Dealer,Manual,1.0,27.39,1248 ,74,5.0,3
3524,550000,56494,Petrol,Trustmark Dealer,Manual,1.0,18.2,1199 ,88.7,5.0,5
3525,750000,79328,Diesel,Trustmark Dealer,Manual,2.0,12.99,2494 ,100.6,7.0,8
3526,650000,5621,Petrol,Trustmark Dealer,Automatic,1.0,22.0,1197 ,81.80,5.0,2
3527,625000,25538,Petrol,Trustmark Dealer,Manual,1.0,16.78,1496 ,88.73,5.0,4
3528,600000,69779,Petrol,Dealer,Automatic,1.0,22.0,1197 ,81.80,5.0,3
3529,450000,56290,Diesel,Dealer,Manual,1.0,24.0,1186 ,73.97,5.0,4
3530,5400000,7500,Diesel,Dealer,Automatic,1.0,16.78,1995 ,190,5.0,2
3531,5500000,8500,Diesel,Dealer,Automatic,1.0,16.78,1995 ,190,5.0,2
3532,779000,7032,Petrol,Trustmark Dealer,Automatic,1.0,19.0,1199 ,88.76,5.0,2
3533,645000,11000,Petrol,Dealer,Automatic,1.0,14.3,1598 ,103.5,5.0,5
3534,2475000,2000,Diesel,Dealer,Automatic,1.0,16.8,1984 ,150,5.0,3
3535,400000,100000,Diesel,Individual,Manual,1.0,23.0,1248 ,88.7,5.0,6
3536,345000,40000,Diesel,Individual,Manual,1.0,21.9,1396 ,88.8,5.0,8
3537,850000,15000,Diesel,Individual,Manual,2.0,16.55,2498 ,105,6.0,3
3538,620000,15000,Petrol,Individual,Automatic,1.0,20.89,1197 ,81.80,5.0,3
3539,700000,10000,Petrol,Individual,Manual,2.0,21.4,1197 ,83.1,5.0,3
3540,200000,90000,Diesel,Individual,Manual,1.0,22.3,1248 ,74,5.0,9
3541,660000,80000,Diesel,Individual,Manual,1.0,16.5,1493 ,70,7.0,4
3542,1700000,39000,Diesel,Individual,Manual,1.0,13.5,2477 ,175.56,7.0,6
3543,90000,60000,Diesel,Individual,Manual,2.0,17.88,1396 ,52.8,5.0,12
3544,1050000,28000,Diesel,Individual,Manual,2.0,15.1,2179 ,140,7.0,6
3545,160000,90000,Petrol,Individual,Manual,2.0,15.6,1196 ,70,5.0,11
3546,150000,80000,Petrol,Individual,Manual,3.0,13.5,1799 ,130,5.0,15
3547,200000,35000,Petrol,Individual,Manual,1.0,19.0,998 ,67.1,5.0,11
3548,365000,185000,Diesel,Individual,Manual,2.0,21.43,1364 ,87.2,5.0,10
3549,140000,110000,Petrol,Individual,Manual,2.0,15.7,1172 ,67,5.0,12
3550,360000,100000,Diesel,Individual,Manual,1.0,20.5,1248 ,91.72,5.0,5
3551,200000,110000,Petrol,Individual,Manual,2.0,17.7,1497 ,78,5.0,13
3552,250000,100000,Diesel,Individual,Manual,2.0,17.5,1896 ,106,5.0,11
3553,229999,110000,Diesel,Individual,Manual,2.0,17.5,1896 ,106,5.0,13
3554,320000,130000,Diesel,Individual,Manual,2.0,17.8,1399 ,68,5.0,10
3556,1200000,27000,Petrol,Individual,Manual,1.0,15.8,1591 ,121.3,5.0,3
3557,740000,9000,Petrol,Individual,Automatic,1.0,21.4,1197 ,83.1,5.0,3
3558,345000,40000,Diesel,Individual,Manual,1.0,21.9,1396 ,88.8,5.0,8
3559,570000,19000,Petrol,Individual,Automatic,2.0,20.89,1197 ,81.80,5.0,2
3560,490000,10000,Petrol,Individual,Manual,1.0,20.52,1197 ,81.80,5.0,2
3561,250000,100000,Diesel,Individual,Manual,1.0,23.57,1396 ,70,5.0,8
3562,430000,20000,Petrol,Individual,Automatic,1.0,20.51,998 ,67,5.0,4
3563,225000,35000,Petrol,Individual,Manual,1.0,21.1,814 ,55.2,5.0,7
3564,850000,15000,Diesel,Individual,Manual,2.0,16.55,2498 ,105,6.0,3
3565,620000,15000,Petrol,Individual,Automatic,1.0,20.89,1197 ,81.80,5.0,3
3566,440000,70000,Diesel,Individual,Manual,2.0,22.54,1396 ,88.73,5.0,7
3567,800000,70000,Diesel,Individual,Manual,1.0,24.3,1248 ,88.5,5.0,5
3568,700000,10000,Petrol,Individual,Manual,2.0,21.4,1197 ,83.1,5.0,3
3569,600000,47000,Diesel,Individual,Manual,1.0,25.2,1248 ,74,5.0,5
3570,200000,90000,Diesel,Individual,Manual,1.0,22.3,1248 ,74,5.0,9
3571,660000,80000,Diesel,Individual,Manual,1.0,16.5,1493 ,70,7.0,4
3572,1700000,39000,Diesel,Individual,Manual,1.0,13.5,2477 ,175.56,7.0,6
3573,450000,53000,Diesel,Individual,Manual,1.0,24.0,1120 ,70,5.0,6
3574,420000,105000,Diesel,Individual,Manual,2.0,23.4,1248 ,74,5.0,8
3575,500000,121941,Diesel,Dealer,Manual,1.0,12.8,2494 ,102,8.0,10
3576,350000,15000,Petrol,Individual,Manual,1.0,23.84,1199 ,84,5.0,5
3577,280000,100000,Diesel,Individual,Manual,1.0,14.0,2489 ,95,8.0,7
3578,425000,152186,Diesel,Dealer,Manual,2.0,20.45,1461 ,83.8,5.0,8
3579,295000,82246,Petrol,Dealer,Manual,1.0,20.36,1197 ,78.9,5.0,8
3580,540000,20000,Petrol,Individual,Manual,1.0,20.4,1197 ,81.80,5.0,5
3581,754000,40000,Diesel,Individual,Manual,1.0,28.4,1248 ,74.02,5.0,4
3582,650000,89580,Diesel,Dealer,Manual,2.0,12.8,2494 ,102,8.0,10
3583,550000,250000,Diesel,Individual,Manual,2.0,12.8,2494 ,102,7.0,10
3584,550000,250000,Diesel,Individual,Manual,2.0,12.8,2494 ,102,7.0,10
3585,675000,2789,Petrol,Dealer,Manual,1.0,18.16,1196 ,86.8,5.0,2
3586,700000,35278,Diesel,Dealer,Manual,1.0,23.8,1499 ,98.97,5.0,3
3587,795000,2860,Diesel,Dealer,Manual,1.0,23.8,1499 ,98.97,5.0,3
3588,515000,200000,Diesel,Individual,Manual,1.0,12.8,2494 ,102,7.0,11
3589,450000,20000,Petrol,Individual,Manual,1.0,18.15,1198 ,82,6.0,3
3590,155000,60000,Petrol,Individual,Manual,3.0,15.0,1086 ,66.6,5.0,13
3591,350000,100000,Diesel,Individual,Manual,2.0,23.59,1364 ,67.1,5.0,10
3592,250000,78562,Diesel,Dealer,Manual,1.0,20.0,1399 ,68,5.0,10
3593,450000,96000,Diesel,Individual,Manual,4.0,22.32,1582 ,126.32,5.0,10
3594,450000,96000,Diesel,Individual,Manual,4.0,22.32,1582 ,126.32,5.0,10
3595,55599,36088,Petrol,Individual,Manual,1.0,16.1,796 ,37,4.0,18
3596,420000,50000,Diesel,Individual,Manual,1.0,22.54,1396 ,88.73,5.0,7
3598,750000,40000,Diesel,Individual,Manual,1.0,25.1,1248 ,88.5,5.0,3
3599,450000,10000,Petrol,Individual,Manual,1.0,19.02,1198 ,67.05,5.0,1
3600,175000,60000,Diesel,Individual,Manual,2.0,17.8,1248 ,75,5.0,13
3601,650000,10000,Petrol,Individual,Manual,1.0,17.19,1197 ,81.86,5.0,2
3602,1050000,10000,Diesel,Individual,Manual,1.0,25.47,1248 ,88.50,7.0,3
3603,375000,35000,Diesel,Individual,Manual,2.0,22.32,1582 ,126.32,5.0,10
3604,1100000,80000,Diesel,Individual,Manual,1.0,14.74,2199 ,194.3,7.0,7
3605,1550000,28000,Diesel,Individual,Manual,1.0,15.1,2179 ,152.87,7.0,2
3606,620000,35000,Diesel,Individual,Manual,1.0,24.29,1498 ,99,5.0,4
3607,1511000,32000,Diesel,Individual,Manual,1.0,16.3,1956 ,170,5.0,4
3608,135000,40000,Petrol,Individual,Manual,1.0,18.9,998 ,67.1,5.0,18
3609,375000,35000,Diesel,Individual,Manual,2.0,22.32,1582 ,126.32,5.0,10
3610,320000,10000,Petrol,Individual,Manual,1.0,25.17,799 ,53.3,5.0,2
3611,1650000,25000,Diesel,Individual,Automatic,2.0,15.1,2179 ,152.87,7.0,2
3612,320000,50000,Petrol,Individual,Manual,1.0,23.95,998 ,67.05,5.0,5
3613,400000,129000,Diesel,Individual,Manual,1.0,19.3,1248 ,73.9,5.0,9
3614,900000,100000,Diesel,Individual,Automatic,2.0,16.0,2179 ,140,7.0,6
3615,310000,30000,Petrol,Individual,Manual,1.0,24.7,796 ,47.3,5.0,3
